Whole Person Physiome Table for Digestive System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Rebecca Wells,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6988-4102,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Yamada’s Textbook of Gastroenterology (7e, 2022)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,10/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Barrier regulation and permeability control,regulation of blood-brain barrier permeability,GO:1905603,,,,,,,,,,,,,,,,,Tight junction modulation by MLCK and cytokines: Occludin endocytosis,Tissue,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X endocytosis,Occludin junction,,,,Segmental (intra-organ),Minutes–hours,Phospho-MLC,,, TER change,Reason for filter change Renal replacement therapy circuit,99736-1,,,,,,,"TNF, IL-13, IL-22 cytokine signaling",,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Barrier regulation and permeability control,regulation of blood-brain barrier permeability,GO:1905603,,,,,,,,,,,,,,,,,Tight junction modulation by MLCK and cytokines: Claudin-2 upregulation (IL-13/22),Tissue,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,claudin-2,increases,X  expression,IL-13/22,,,Intra-organ,Segmental (intra-organ),Minutes–hours,Phospho-MLC,,, TER change,Reason for filter change Renal replacement therapy circuit,99736-1,,,,,,,"TNF, IL-13, IL-22 cytokine signaling",,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Epithelial renewal and restitution,stem cell division,GO:0017145,,,,,,,,,,,,,,,,,Continuous regeneration and wound closure: LGR5⁺ stem cell proliferation,Tissue,Intestine,intestine,UBERON:0000160,Stem cell,stem cell,CL:0000034,,does,X proliferation,LGR5 stem-cell ,,,,Segmental (intra-organ),Minutes–days,Ki-67,Ki-67 nuclear Ag [Presence] in Tissue by Immune stain,33055-5, BrdU labeling,,,,,,,,,"Wnt, EGF, integrin signaling",,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Epithelial renewal and restitution,stem cell division,GO:0017145,,,,,,,,,,,,,,,,,Continuous regeneration and wound closure: Cell migration along crypt–villus axis,Tissue,Intestine,intestine,UBERON:0000160,Stem cell,stem cell,CL:0000034,,does,X migation movement,epithelial-cell,,,,Segmental (intra-organ),Minutes–days,Ki-67,Ki-67 nuclear Ag [Presence] in Tissue by Immune stain,33055-5, BrdU labeling,,,,,,,,,"Wnt, EGF, integrin signaling",,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Epithelial renewal and restitution,stem cell division,GO:0017145,,,,,,,,,,,,,,,,,Continuous regeneration and wound closure: Flattening and restitution over injury,Tissue,Intestine,intestine,UBERON:0000160,Stem cell,stem cell,CL:0000034,,does,X flattening,epithelial-layer restitution,,,,Segmental (intra-organ),Minutes–days,Ki-67,Ki-67 nuclear Ag [Presence] in Tissue by Immune stain,33055-5, BrdU labeling,,,,,,,,,"Wnt, EGF, integrin signaling",,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Water and electrolyte balance,neuromuscular process controlling balance,GO:0050885,,,,,,,,,,,,,,,,,Coupled transcellular and paracellular flow: Claudin-2/15 channels,Tissue,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X transport,solvent,,,,Segmental (intra-organ),milliseconds–seconds,Stool osmolality,,, hydration rate,,,,,,,,,Osmotic coupling between nutrient and ion transport,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Water and electrolyte balance,neuromuscular process controlling balance,GO:0050885,,,,,,,,,,,,,,,,,Coupled transcellular and paracellular flow: Aquaporin-mediated water flux,Tissue,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X flux,water,,,,Segmental (intra-organ),milliseconds–seconds,Stool osmolality,,, hydration rate,,,,,,,,,Osmotic coupling between nutrient and ion transport,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Water and electrolyte balance,neuromuscular process controlling balance,GO:0050885,,,,,,,,,,,,,,,,,Coupled transcellular and paracellular flow: Na⁺/glucose osmotic drag,Tissue,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X transport,SGLT1 osmotic drag ,,,,Segmental (intra-organ),milliseconds–seconds,Stool osmolality,,, hydration rate,,,,,,,,,Osmotic coupling between nutrient and ion transport,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Repair after injury,detection of wounding,GO:0014822,,,,,,,,,,,,,,,,,Epithelial restitution and remodeling: Cell spreading over basement membrane,Tissue,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X spreading behavior,epithelial-cell,,,,Cellular,Minutes–days,Barrier recovery,,, healing index,,,,,,,,,EGF/TGF-β–integrin feedback,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Repair after injury,detection of wounding,GO:0014822,,,,,,,,,,,,,,,,,Epithelial restitution and remodeling: MLCK cytoskeletal remodeling,Tissue,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X remodeling,MLCK cytoskeleton,,,,Segmental (intra-organ),Minutes–days,Barrier recovery,,, healing index,,,,,,,,,EGF/TGF-β–integrin feedback,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Epithelia and GI Function,digestive tract morphogenesis,GO:0048546,Repair after injury,detection of wounding,GO:0014822,,,,,,,,,,,,,,,,,Epithelial restitution and remodeling: Stem cell–mediated regeneration,Tissue,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X regeneration,stem-cell tissue,,,,Cellular,Minutes–days,Barrier recovery,,, healing index,,,,,,,,,EGF/TGF-β–integrin feedback,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,15,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Generate rhythmic GI contractions,,,,,,,,,,,,,,,,,,,Slow waves: Interstitial cells of Cajal – generate → slow waves,Organ system,GI,digestive system,UBERON:0001007,Interstitial cells of Cajal,interstitial cell of Cajal,"
CL:0002088",,does,X setting,contraction frequency,,,,Segmental (intra-organ),Seconds–minutes,GI manometry frequency,,,,,,,,,,,,,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,28,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Depolarization control of motility,,,,,,,,,,,,,,,,,,,Ca²⁺ influx; K⁺ efflux during slow waves: Slow waves – cause → Ca²⁺ influx & K⁺ efflux,Organ system,GI,digestive system,UBERON:0001007,Smooth muscle cell,smooth muscle cell,CL:0000192,,increases,X determination,excitability,,,,Segmental (intra-organ),milliseconds-seconds,Electrophysiology ,,,manometry amplitude,,,,,,,,,AP probability,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,28,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Increase contraction strength,,,,,,,,,,,,,,,,,,,Action potentials at slow-wave peak: Slow-wave peak – triggers → action potentials,Organ system,GI,digestive system,UBERON:0001007,Smooth muscle cell,smooth muscle cell,CL:0000192,,increases,X augmentation,contraction strength,,,,Segmental (intra-organ),milliseconds,Spike bursts on EMG,,,,,,,,,,,,,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,28,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Set region-specific motility rates,,,,,,,,,,,,,,,,,,,Regional slow-wave differences: GI region – determines → slow-wave frequency,Organ system,GI,digestive system,UBERON:0001007,ICC + smooth muscle,smooth muscle cell,CL:0000192,,does,X specification,regional motility rate,,,,Segmental (intra-organ),Seconds–minutes,Gastric vs duodenal frequency measurement,,,,,,,,,,,,,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,28,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Baseline tone,,,,,,,,,,,,,,,,,,,Tonic contraction: Smooth muscle – maintains → tonic contraction,Organ system,GI,digestive system,UBERON:0001007,Smooth muscle,smooth muscle cell,CL:0000192,,does,X maintenance,baseline tone,,,,Segmental (intra-organ),seconds–minutes,Basal tone on manometry,,,,,,,,,,,,,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,28,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Peristaltic / segmental contraction,,,,,,,,,,,,,,,,,,,Phasic contraction triggered by APs: Action potentials – trigger → phasic contraction,Organ system,GI,digestive system,UBERON:0001007,Smooth muscle,smooth muscle cell,CL:0000192,,does,X propulsion and mixing driving,food,,,,Segmental (intra-organ),Seconds,Phasic pressure waves on manometry,,,,,,,,,,,,,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,28,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Intrinsic neural control,,,,,,,,,,,,,,,,,,,ENS (enteric nervous system): ENS – regulates → GI motility,Organ system,GI,digestive system,UBERON:0001007,Motor neurons,Motor neurons,CL:0000100,"ACh, VIP, NO",increases,X regulation,motility,,,Paracrine / Intra-organ,Segmental (intra-organ),Seconds–minutes,Motility response to ENS drugs/ENS testing,,,,,,,,,,,,,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,28,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Extrinsic modulation,,,,,,,,,,,,,,,,,,,Parasym ↑; Symp ↓: Parasympathetic tone – increases → motility; Sympathetic tone – decreases → motility,Organ system,sympathetic nerve/digestive system,digestive system,UBERON:0001007,Preganglionic neurons,neuron,CL:0000540,Ach,increases,X modulation,autonomic motility,,,Paracrine / Intra-organ,Systemic,Seconds–minutes,Autonomic tests ,,,vagovagal reflexes,,,,,,,,,Symp,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,28,,,,,,,,,
