Whole Person Physiome Table for Immune and Lymphatic System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,David Hill,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-9286-4268,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Cellular & Molecular Immunology (11e, 2023)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,1/5/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Cells and Tissues of the Immune System,immune system development,GO:0002520,Blood leukocytes & basic measures,leukocyte mediated immunity,GO:0002443,Precursors of inflammatory macrophages & DCs,inflammatory response,GO:0006954,,,,,,,,,,,,,,,,,Circulate,Cell,immune system,immune system,UBERON:0002405,Monocytes,intermediate monocyte,CL:0002393,,does,X Circulate,Monocytes,,,,Circulatory,days,CBC: monocytes,CBC panel - Blood by Automated count,	58410-2,,,,,,,,,,Recruited to inflammation,,, become macrophages/mono-DCs,,,,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Blood leukocytes & basic measures,leukocyte mediated immunity,GO:0002443,Precursors of inflammatory macrophages & DCs,inflammatory response,GO:0006954,,,,,,,,,,,,,,,,,enter tissue,Cell,immune system,immune system,UBERON:0002405,Monocytes,intermediate monocyte,CL:0002393,,does,X entering Y,Monocytes,Tissue,,,Intra-organ (Tissue),days,CBC: monocytes,CBC panel - Blood by Automated count,	58410-2,,,,,,,,,,Recruited to inflammation,,, become macrophages/mono-DCs,,,,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Blood leukocytes & basic measures,leukocyte mediated immunity,GO:0002443,Precursors of inflammatory macrophages & DCs,inflammatory response,GO:0006954,,,,,,,,,,,,,,,,,differentiate,Cell,immune system,immune system,UBERON:0002405,Monocytes,intermediate monocyte,CL:0002393,,does,X differentiation,Monocytes,,,,Intra-organ (Tissue),days,CBC: monocytes,CBC panel - Blood by Automated count,	58410-2,,,,,,,,,,Recruited to inflammation,,, become macrophages/mono-DCs,,,,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Neutrophils vs Macrophages,innate immune response,GO:0045087,"Early, rapid microbe killing",cell killing,GO:0001906,,,,,,,,,,,,,,,,,Fast chemotaxis; phagocytosis; strong degranulation; robust ROS; NET formation,Cell,immune system,immune system,UBERON:0002405,Neutrophils,neutrophil,CL:0000775,,does,X Migration,chemotaxis,,,,Intra-organ (Tissue),minutes-hours,Neutrophilia,,,,,,,,,,,,Respond to G-CSF/GM-CSF,,, follow chemokines,,, cooperate with macrophages,,, clear opsonized targets,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Neutrophils vs Macrophages,innate immune response,GO:0045087,"Sustained phagocytosis, cytokine production, antigen presentation",cytokine production,GO:0001816,,,,,,,,,,,,,,,,,Phagocytosis,Cell,immune system,immune system,UBERON:0002405,Inflammatory macrophages,inflammatory macrophage,CL:0000863,,does,X Engulfing,phagocytosis,,,,Intra-organ (Tissue),weeks,,,,,,,,,,,,,"Activated by TLR ligands, IFN-γ, CD40L",,, present antigen to T cells,,, regulate other leukocytes,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Neutrophils vs Macrophages,innate immune response,GO:0045087,"Sustained phagocytosis, cytokine production, antigen presentation",cytokine production,GO:0001816,,,,,,,,,,,,,,,,,ROS/RNS (iNOS),Cell,immune system,immune system,UBERON:0002405,Inflammatory macrophages,inflammatory macrophage,CL:0000863,,does,X Generating,ROS,,,,Intra-organ (Tissue),weeks,,,,,,,,,,,,,"Activated by TLR ligands, IFN-γ, CD40L",,, present antigen to T cells,,, regulate other leukocytes,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Neutrophils vs Macrophages,innate immune response,GO:0045087,"Sustained phagocytosis, cytokine production, antigen presentation",cytokine production,GO:0001816,,,,,,,,,,,,,,,,,cytokine secretion,Cell,immune system,immune system,UBERON:0002405,Inflammatory macrophages,inflammatory macrophage,CL:0000863,,does,X secretion,cytokine,,,,Intra-organ (Tissue),weeks,,,,,,,,,,,,,"Activated by TLR ligands, IFN-γ, CD40L",,, present antigen to T cells,,, regulate other leukocytes,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Neutrophils vs Macrophages,innate immune response,GO:0045087,"Sustained phagocytosis, cytokine production, antigen presentation",cytokine production,GO:0001816,,,,,,,,,,,,,,,,,pyroptosis,Cell,immune system,immune system,UBERON:0002405,Inflammatory macrophages,inflammatory macrophage,CL:0000863,,does,X pyroptosis,Inflammatory macrophages,,,,Intra-organ (Tissue),weeks,,,,,,,,,,,,,"Activated by TLR ligands, IFN-γ, CD40L",,, present antigen to T cells,,, regulate other leukocytes,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Neutrophils vs Macrophages,innate immune response,GO:0045087,"Sustained phagocytosis, cytokine production, antigen presentation",cytokine production,GO:0001816,,,,,,,,,,,,,,,,,tissue repair/fibrosis,Cell,immune system,immune system,UBERON:0002405,Inflammatory macrophages,inflammatory macrophage,CL:0000863,,does,X efferocytosis,Tissue-resident macrophages,,,,Intra-organ (Tissue),weeks,,,,,,,,,,,,,"Activated by TLR ligands, IFN-γ, CD40L",,, present antigen to T cells,,, regulate other leukocytes,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Neutrophils vs Macrophages,innate immune response,GO:0045087,"Homeostasis, surveillance, tissue-specific roles",tissue homeostasis,GO:0001894,,,,,,,,,,,,,,,,,Phagocytosis,Cell,immune system,immune system,UBERON:0002405,Tissue-resident macrophages,tissue-resident macrophage,CL:0000864,,does,X Engulfing,phagocytosis,,,,Intra-organ (Tissue),years,,,,,,,,,,,,,"Interact with stroma, endothelium, lymphocytes",,, sense microbes,,, maintain tolerance,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Neutrophils vs Macrophages,innate immune response,GO:0045087,"Homeostasis, surveillance, tissue-specific roles",tissue homeostasis,GO:0001894,,,,,,,,,,,,,,,,,efferocytosis,Cell,immune system,immune system,UBERON:0002405,Tissue-resident macrophages,tissue-resident macrophage,CL:0000864,,does,X efferocytosis,Tissue-resident macrophages,,,,Intra-organ (Tissue),years,,,,,,,,,,,,,"Interact with stroma, endothelium, lymphocytes",,, sense microbes,,, maintain tolerance,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Neutrophils vs Macrophages,innate immune response,GO:0045087,"Homeostasis, surveillance, tissue-specific roles",tissue homeostasis,GO:0001894,,,,,,,,,,,,,,,,,cytokine production,Cell,immune system,immune system,UBERON:0002405,Tissue-resident macrophages,tissue-resident macrophage,CL:0000864,,does,X production,cytokine,,,,Intra-organ (Tissue),years,,,,,,,,,,,,,"Interact with stroma, endothelium, lymphocytes",,, sense microbes,,, maintain tolerance,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Neutrophils vs Macrophages,innate immune response,GO:0045087,"Homeostasis, surveillance, tissue-specific roles",tissue homeostasis,GO:0001894,,,,,,,,,,,,,,,,,metabolic & structural support,Cell,immune system,immune system,UBERON:0002405,Tissue-resident macrophages,tissue-resident macrophage,CL:0000864,,does,X support,metabolic & structural ,,,,Intra-organ (Tissue),years,,,,,,,,,,,,,"Interact with stroma, endothelium, lymphocytes",,, sense microbes,,, maintain tolerance,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,"Mast cells, Basophils, Eosinophils",type I hypersensitivity mediated by mast cells,GO:0002558,Defense vs helminths; mediate allergy; tissue sentinel,,,,,,,,,,,,,,,,,,,IgE-dependent and innate activation → degranulation; mediator and cytokine release,Cell,immune system,immune system,UBERON:0002405,Mast cells,mucosal type mast cell,CL:0000485,,does,X Releasing,mediator and cytokine,,,,Intra-organ (Tissue),days-weeks,,,,,,,,,,,,,Bind IgE (high-affinity FcεRI),,, respond to antigen & microbial products,,, regulate vascular permeability,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,"Mast cells, Basophils, Eosinophils",type I hypersensitivity mediated by mast cells,GO:0002558,Similar to mast cells; minor effector,type I hypersensitivity mediated by mast cells,GO:0002558,,,,,,,,,,,,,,,,,IgE-triggered degranulation; mediator production,Cell,immune system,immune system,UBERON:0002405,Basophils,mature basophil,CL:0000043,,does,X Releasing,degranulation,,,,Intra-organ (Tissue),hours ,CBC: basophils (rare),CBC panel - Blood by Automated count,	58410-2,,,,,,,,,,Recruited to inflammation,,, overlap functionally with mast cells,,,,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,"Mast cells, Basophils, Eosinophils",type I hypersensitivity mediated by mast cells,GO:0002558,Kill helminths; contribute to allergy,response to estrogen,GO:0043627,,,,,,,,,,,,,,,,,Release cationic granule proteins & enzymes,Cell,immune system,immune system,UBERON:0002405,Eosinophils,eosinophil,CL:0000771,,does,X release,cationic granule proteins & enzymes,,,,Intra-organ (Tissue),days,CBC: eosinophils,CBC panel - Blood by Automated count,	58410-2,,,,,,,,,,"Driven by GM-CSF, IL-3, IL-5",,," interact with IgA/IgG, TLRs",,, can damage host tissue,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Dendritic cell subsets,dendritic cell apoptotic process,GO:0097048,Present antigens mainly to CD4 T cells; inflammatory cytokines,inflammatory response to wounding,GO:0090594,,,,,,,,,,,,,,,,,Capture exogenous Ag; migrate to LN; present via MHC II,Cell,immune system,immune system,UBERON:0002405,cDC2,pre-conventional dendritic cell,CL:0002010,,does,X migration,cDC2,,,,Intra-organ (Tissue),days,,,,,,,,,,,,,Activate naive CD4 T cells,,," secrete IL-6, IL-23",,, link innate & adaptive,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
Cells and Tissues of the Immune System,immune system development,GO:0002520,Dendritic cell subsets,dendritic cell apoptotic process,GO:0097048,Cross-present to CD8 T cells; drive Th1,,,,,,,,,,,,,,,,,,,Cross-presentation via MHC I; IL-12 production,Cell,immune system,immune system,UBERON:0002405,cDC1,pre-conventional dendritic cell,CL:0002010,,does,X Generating,ROS,,,,Intra-organ (Tissue),days,,,,,,,,,,,,,Prime CD8 T cells,,, induce Th1,,, respond to FLT3L,,,,,,"Cellular & Molecular Immunology (11e, 2023)",9780443283581,2,,,,,,,,,
