fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix synthesis,collagen fibril organization,GO:0030199,"collagen, elastin and proteoglycan production",,,,,,,,,,,,,,,the slow turnover is why fascial adaptation to training or immobilisation takes months rather than weeks,Fascial fibroblasts secrete the type I collagen that carries tensile load,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,,,,does,X secretion,type I collagen,,,,,,,,,,type I dominates mature fascia and bears tensile load; fascial collagen half-life is on the order of months to years,days,,intra-organ,shear wave elastography,,,ultrasound fascial thickness,,,collagen cross-link assay,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,transforming growth factor beta signalling,,,nutritional status,,,ageing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix synthesis,collagen fibril organization,GO:0030199,"collagen, elastin and proteoglycan production",,,,,,,,,,,,,,,,Type III collagen provides the more compliant fibrillar component,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,,,,does,X secretion,type III collagen,,,,,,,,,,"thinner, more compliant fibrils; the proportion rises in immature, healing and mechanically unloaded fascia",days,,intra-organ,shear wave elastography,,,ultrasound fascial thickness,,,collagen cross-link assay,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,transforming growth factor beta signalling,,,nutritional status,,,ageing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix synthesis,collagen fibril organization,GO:0030199,"collagen, elastin and proteoglycan production",,,,,,,,,,,,,,,,Maturing fascia progressively replaces type III collagen with type I,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,,,,does,X conversion to Y,type III collagen,,,type I collagen,,,,,,,the shift toward type I during maturation raises stiffness and tensile strength,days,,intra-organ,shear wave elastography,,,ultrasound fascial thickness,,,collagen cross-link assay,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,transforming growth factor beta signalling,,,nutritional status,,,ageing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix synthesis,collagen fibril organization,GO:0030199,"collagen, elastin and proteoglycan production",,,,,,,,,,,,,,,,Elastin deposition confers recoil after deformation,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,,,,does,X secretion,elastin,,,,,,,,,,"elastic fibre content varies widely by site, from a few percent in aponeuroses to much higher in mobile visceral fascia",days,,intra-organ,shear wave elastography,,,ultrasound fascial thickness,,,collagen cross-link assay,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,transforming growth factor beta signalling,,,nutritional status,,,ageing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix synthesis,collagen fibril organization,GO:0030199,"collagen, elastin and proteoglycan production",,,,,,,,,,,,,,,,Proteoglycan secretion governs collagen fibril assembly and matrix hydration,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,,,,does,X secretion,proteoglycans,,,,,,,,,,"decorin and versican set fibril diameter and spacing; decorin loss yields irregular, mechanically inferior fibrils",days,,intra-organ,shear wave elastography,,,ultrasound fascial thickness,,,collagen cross-link assay,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,transforming growth factor beta signalling,,,nutritional status,,,ageing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix synthesis,collagen fibril organization,GO:0030199,"collagen, elastin and proteoglycan production",,,,,,,,,,,,,,,"hydration state, not collagen content alone, determines short-term fascial compliance","Glycosaminoglycans bind water, giving fascia its viscoelastic properties",tissue,fascia,fascia,UBERON:0007798,extracellular matrix,,,,,,does,X storage,water,,,,,,,,,,glycosaminoglycan-bound water accounts for much of fascial volume and sets its viscoelastic behaviour,hours-days,,intra-organ,shear wave elastography,,,ultrasound fascial thickness,,,collagen cross-link assay,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,transforming growth factor beta signalling,,,nutritional status,,,ageing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix synthesis,collagen fibril organization,GO:0030199,"collagen, elastin and proteoglycan production",,,,,,,,,,,,,,,,Mechanical load is the dominant regulator of fascial matrix production,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,mechanical loading,,,increases,X secretion,type I collagen,,,,,,,,,,cyclic tensile load upregulates procollagen expression within 24-72 h of a training stimulus,days,intra-organ,intra-organ,shear wave elastography,,,ultrasound fascial thickness,,,collagen cross-link assay,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,transforming growth factor beta signalling,,,nutritional status,,,ageing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix synthesis,collagen fibril organization,GO:0030199,"collagen, elastin and proteoglycan production",,,,,,,,,,,,,,,,,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,immobilisation,,,decreases,X secretion,type I collagen,,,,,,,,,,"disuse reduces collagen synthesis while cross-linking continues, giving stiffer but weaker tissue",days,intra-organ,intra-organ,shear wave elastography,,,ultrasound fascial thickness,,,collagen cross-link assay,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,transforming growth factor beta signalling,,,nutritional status,,,ageing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix synthesis,collagen fibril organization,GO:0030199,"collagen, elastin and proteoglycan production",,,,,,,,,,,,,,,,,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,transforming growth factor beta,,,increases,X secretion,type I collagen,,,,,,,,,,,days,paracrine,intra-organ,shear wave elastography,,,ultrasound fascial thickness,,,collagen cross-link assay,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,transforming growth factor beta signalling,,,nutritional status,,,ageing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix synthesis,collagen fibril organization,GO:0030199,"collagen, elastin and proteoglycan production",,,,,,,,,,,,,,,,Load stimulates resident fibroblast proliferation,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,mechanical loading,,,increases,X synthesis,fibroblast,,,,,,,,,,,days,intra-organ,intra-organ,shear wave elastography,,,ultrasound fascial thickness,,,collagen cross-link assay,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,transforming growth factor beta signalling,,,nutritional status,,,ageing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix degradation,extracellular matrix disassembly,GO:0022617,proteolytic turnover and cross-linking,,,,,,,,,,,,,,,"remodelling requires controlled degradation, so matrix homeostasis is a synthesis-degradation balance rather than deposition alone",Fibroblasts secrete the proteases that permit matrix remodelling,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,,,,does,X secretion,matrix metalloproteinases,,,,,,,,,,"MMP-1, MMP-2 and MMP-13 cleave fibrillar collagen; net turnover is the balance against TIMP secretion",days,,intra-organ,collagen cross-link assay,,,shear wave elastography,,,,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,ageing,,,diabetes mellitus,,,immune system,immune system process,GO:0002376,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix degradation,extracellular matrix disassembly,GO:0022617,proteolytic turnover and cross-linking,,,,,,,,,,,,,,,,TIMP secretion restrains proteolysis and sets the net direction of turnover,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,,,,does,X secretion,tissue inhibitors of metalloproteinases,,,,,,,,,,a shift in the MMP to TIMP ratio toward inhibition favours net matrix accumulation and fibrosis,days,,intra-organ,collagen cross-link assay,,,shear wave elastography,,,,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,ageing,,,diabetes mellitus,,,immune system,immune system process,GO:0002376,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix degradation,extracellular matrix disassembly,GO:0022617,proteolytic turnover and cross-linking,,,,,,,,,,,,,,,,,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,interleukin 1 beta,,,increases,X secretion,matrix metalloproteinases,,,,,,,,,,,hours-days,paracrine,intra-organ,collagen cross-link assay,,,shear wave elastography,,,,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,ageing,,,diabetes mellitus,,,immune system,immune system process,GO:0002376,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,extracellular matrix homeostasis,extracellular matrix organization,GO:0030198,matrix degradation,extracellular matrix disassembly,GO:0022617,proteolytic turnover and cross-linking,,,,,,,,,,,,,,,AGE cross-linking stiffens fascia and is a proposed contributor to reduced mobility in ageing and diabetes,Progressive cross-linking stiffens the collagen network over time,tissue,fascia,fascia,UBERON:0007798,extracellular matrix,,,,,,does,X conversion to Y,collagen,,,cross-linked collagen,,,,,,,"enzymatic lysyl oxidase cross-links plus non-enzymatic advanced glycation end products, which accumulate with age and hyperglycaemia",days,,intra-organ,collagen cross-link assay,,,shear wave elastography,,,,,,,,,mechanical loading,response to mechanical stimulus,GO:0009612,ageing,,,diabetes mellitus,,,immune system,immune system process,GO:0002376,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial tonus,muscle contraction,GO:0006936,myofibroblast contractility,muscle contraction,GO:0006936,active fascial tension,,,,,,,,,,,,,,,myofibroblast density in normal fascia is low but sufficient to modulate stiffness; it rises markedly in Dupuytren and plantar fibromatosis,Fascial myofibroblasts generate slow active tension independent of skeletal muscle,cell,fascia,fascia,UBERON:0007798,myofibroblast,myofibroblast cell,CL:0000186,,,,does,contraction,,,,,,,,,,,"alpha-smooth muscle actin stress fibres generate slow sustained tension over minutes to hours, not the millisecond timescale of muscle",minutes-hours,,intra-organ,shear wave elastography,,,passive stiffness measurement,,,,,,,,,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,sympathetic nervous system,,,musculoskeletal system,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial tonus,muscle contraction,GO:0006936,myofibroblast contractility,muscle contraction,GO:0006936,active fascial tension,,,,,,,,,,,,,,,,TGF-beta and mechanical load together drive myofibroblast differentiation,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,transforming growth factor beta,,,increases,X conversion to Y,fibroblast,,,myofibroblast,,,,,,,requires mechanical tension as a co-signal; on a compliant substrate TGF-beta alone is insufficient,days,paracrine,intra-organ,shear wave elastography,,,passive stiffness measurement,,,,,,,,,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,sympathetic nervous system,,,musculoskeletal system,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial tonus,muscle contraction,GO:0006936,myofibroblast contractility,muscle contraction,GO:0006936,active fascial tension,,,,,,,,,,,,,,,this self-reinforcing loop is the proposed engine of progressive fibrosis,,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,matrix stiffness,,,increases,X conversion to Y,fibroblast,,,myofibroblast,,,,,,,"a positive feedback loop: stiffer matrix yields more myofibroblasts, which stiffen the matrix further",days,intra-organ,intra-organ,shear wave elastography,,,passive stiffness measurement,,,,,,,,,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,sympathetic nervous system,,,musculoskeletal system,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial tonus,muscle contraction,GO:0006936,myofibroblast contractility,muscle contraction,GO:0006936,active fascial tension,,,,,,,,,,,,,,,,,cell,fascia,fascia,UBERON:0007798,myofibroblast,myofibroblast cell,CL:0000186,transforming growth factor beta,,,increases,contraction X,force,,,,,,,,,,,hours-days,paracrine,intra-organ,shear wave elastography,,,passive stiffness measurement,,,,,,,,,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,sympathetic nervous system,,,musculoskeletal system,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial tonus,muscle contraction,GO:0006936,myofibroblast contractility,muscle contraction,GO:0006936,active fascial tension,,,,,,,,,,,,,,,,,cell,fascia,fascia,UBERON:0007798,myofibroblast,myofibroblast cell,CL:0000186,nitric oxide,,,decreases,contraction X,force,,,,,,,,,,,minutes-hours,paracrine,intra-organ,shear wave elastography,,,passive stiffness measurement,,,,,,,,,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,sympathetic nervous system,,,musculoskeletal system,,,,,,,,,,,,,,,,,,,,,,,,,,,,
