Whole Person Physiome Table for Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jacob C. Scherba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0001-8187-0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Richard Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,1/12/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, Behavior Z, and X Target columns.",,,,,,,,,,,,,,,Enter notes here from primary texts on quantitative information available for the processes denoted to the left,"Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"DO NOT FILL THIS OUT YET. These columns will list body states or conditions that change the physiological process. (e.g., ""fed"", ""fasted"")",,"DO NOT FILL THIS OUT YET. These columns will indicate the changes that occur during the corresponding body states. (e.g., ""increase"", ""decrease"")",,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,Behavior Z,X Target,QuantitativeNotes,TimeScale,SignalScale,EffectScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,State/1,State/2,Regulation/1,Regulation/2,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
nervous system,nervous system process,GO:0050877,cerebrospinal fluid secretion,cerebrospinal fluid secretion,GO:0033326,,,,,,,,,,,,,,,,,,,,,tissue,vasculature of brain,vasculature of brain,UBERON:0008998,capillary of brain,capillary of brain,UBERON:8480001,,does,X secretion,cerebrospinal fluid,,,,capillaries secrete approximately 30% of CSF,seconds,,"paracrine, intra-organ",opening pressure,,,fundoscope pressure,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,cerebrospinal fluid circulation,cerebrospinal fluid circulation,GO:0090660,,,,,,,,,,,,,,,,,,,,,tissue,ventricular system of central nervous system,ventricular system of central nervous system,UBERON:0005281,interventricular foramen of CNS,interventricular foramen of CNS,UBERON:0003993,,does ,transport of X from Y to Z,cerebrospinal fluid,left lateral ventricle,third ventricle,,,seconds,,"paracrine, intra-organ",opening pressure,,,fundoscope pressure,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,cerebrospinal fluid circulation,cerebrospinal fluid circulation,GO:0090660,,,,,,,,,,,,,,,,,,,,,tissue,ventricular system of central nervous system,ventricular system of central nervous system,UBERON:0005281,interventricular foramen of CNS,interventricular foramen of CNS,UBERON:0003993,,does ,transport of X from Y to Z,cerebrospinal fluid,right lateral ventricle,third ventricle,,,seconds,,"paracrine, intra-organ",opening pressure,,,fundoscope pressure,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,cerebrospinal fluid circulation,cerebrospinal fluid circulation,GO:0090660,,,,,,,,,,,,,,,,,,,,,tissue,brain ventricle,brain ventricle,UBERON:0004086,midbrain cerebral aqueduct,midbrain cerebral aqueduct,UBERON:0002289,,does ,transport of X from Y to Z,cerebrospinal fluid,third ventricle,fourth ventricle,,,seconds,,"paracrine, intra-organ",opening pressure,,,fundoscope pressure,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,cerebrospinal fluid circulation,cerebrospinal fluid circulation,GO:0090660,,,,,,,,,,,,,,,,,,,,,tissue,fourth ventricle,fourth ventricle,UBERON:0002422,fourth ventricle lateral aperture,fourth ventricle lateral aperture,UBERON:0003992,,does ,transport of X from Y to Z,cerebrospinal fluid,fourth ventricle,subarachnoid space,,,seconds,,"paracrine, intra-organ",opening pressure,,,fundoscope pressure,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,cerebrospinal fluid circulation,cerebrospinal fluid circulation,GO:0090660,,,,,,,,,,,,,,,,,,,,,tissue,arachnoid mater,arachnoid mater,UBERON:0002362,arachnoid villus,arachnoid villus,UBERON:0013153,,does ,X absorption,cerebrospinal fluid,,,,"absorption of CSF occurs when CSF pressure reaches 70 mmH2O. Thereafter, absorption rate increases linearly with a slope of 0.0077 mL/min per mm H2O increase. ",seconds,,"paracrine, intra-organ",opening pressure,,,fundoscope pressure,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,cerebrospinal fluid circulation,cerebrospinal fluid circulation,GO:0090660,,,,,,,,,,,,,,,,,,,,,tissue,sagittal sinus,sagittal sinus,UBERON:0015704,superior sagittal sinus,superior sagittal sinus,UBERON:0001642,,does ,X absorption,cerebrospinal fluid,,,,,seconds,,"paracrine, intra-organ",opening pressure,,,fundoscope pressure,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,glutamate synthesis,glutamate biosynthetic process,GO:0006537,,,,,,,,,,,,,,,,,,,,"in the glutamine-glutamate cycle, astrocytes uptake glutamate from the synapse and convert it to glutamine with glutamine synthetase. Presynaptic neurons then uptake glutamine and generate glutamate from breaking down glutamine with glutaminase.",cell,brain,brain,UBERON:0000955,astrocyte,astrocyte,CL:0000127,,does,X absorption,glutamate ,,,,,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,glutamate synthesis,glutamate biosynthetic process,GO:0006537,,,,,,,,,,,,,,,,,,,,,cell,brain,brain,UBERON:0000955,astrocyte,astrocyte,CL:0000127,,does,X conversion to Y,glutamate ,glutamine,,,,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,glutamate synthesis,glutamate biosynthetic process,GO:0006537,,,,,,,,,,,,,,,,,,,,,cell,brain,brain,UBERON:0000955,astrocyte,astrocyte,CL:0000127,,does,X secretion,glutamine,,,,,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,glutamate synthesis,glutamate biosynthetic process,GO:0006537,,,,,,,,,,,,,,,,,,,,,cell,brain,brain,UBERON:0000955,neuron,neuron,CL:0000540,,does,X absorption,glutamine,,,,,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,glutamate synthesis,glutamate biosynthetic process,GO:0006537,,,,,,,,,,,,,,,,,,,,,cell,brain,brain,UBERON:0000955,neuron,neuron,CL:0000540,,does,X conversion to Y,glutamine,glutamate ,,,,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,glutamate synthesis,glutamate biosynthetic process,GO:0006537,,,,,,,,,,,,,,,,,,,,,cell,brain,brain,UBERON:0000955,neuron,neuron,CL:0000540,,does,X release,glutamate ,,,,,milliseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,GABA secretion,gamma-aminobutyric acid secretion,GO:0014051,,,,,,,,,,,,,,,,,,,,,cell,brain,brain,UBERON:0000955,astrocyte,astrocyte,CL:0000127,,does,X secretion,GABA,,,,,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,synapse maturation,synpase maturation,GO:0060074,,,,,,,,,,,,,,,,,,,,astrocytes secrete thrombospondin which leads to synapse development and maturation,cell,brain,brain,UBERON:0000955,astrocyte,astrocyte,CL:0000127,,does,X secretion,thrombospondin,,,,,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,myelin assembly,myelin assembly,GO:0032288,,,,,,,,,,,,,,,,,,,,oligodendrocytes maintain myelin on neurons in CNS white matter,cell,central nervous system white matter,central nervous system white matter,UBERON:0016549,oligodendocyte,oligodendrocyte,CL:0000128,,does,X synthesis,myelin,,,,,minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,myelin assembly,myelin assembly,GO:0032288,,,,,,,,,,,,,,,,,,,,Schwann cells maintain myelin on neurons in peripheral nervous system,cell,peripheral nervous system,peripheral nervous system,UBERON:0000010,Schwann cell,Schwann cell,CL:0002573,,does,X synthesis,myelin,,,,,minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,10,,,,,,,,,
nervous system,nervous system process,GO:0050877,muscle contraction,muscle contraction,GO:0006936,smooth muscle contraction,smooth muscle contraction,GO:0006939,innervation,,,,,,,,,,,,,,,,,cell,autonomic nervous system,autonomic nervous system,UBERON:0002410,autonomic nerve,autonomic neuron,CL:0000107,,does,innervation of X,smooth muscle cell,,,,,milliseconds,,autocrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,9,,,,,,,,,
nervous system,nervous system process,GO:0050877,muscle contraction,muscle contraction,GO:0006936,smooth muscle contraction,smooth muscle contraction,GO:0006939,innervation,,,,,,,,,,,,,,,,,cell,autonomic nervous system,autonomic nervous system,UBERON:0002410,autonomic nerve,autonomic neuron,CL:0000107,,does,depolarization,,,,"[2, 9]","units = ms, Duration of nerve depolarization is between 2 and 9ms",milliseconds,,autocrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,9,,,,,,,,,
nervous system,nervous system process,GO:0050877,muscle contraction,muscle contraction,GO:0006936,striated muscle contraction,skeletal muscle contraction,GO:0003009,motor end plate depolarization,,,,,,,,,,,,,,,,,cell,motor neuron,motor neuron,CL:0000100,lower motor neuron,lower motor neuron,CL:0008039,,does,innervation of X,skeletal muscle fiber,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,9,,,,,,,,,
nervous system,nervous system process,GO:0050877,muscle contraction,muscle contraction,GO:0006936,striated muscle contraction,skeletal muscle contraction,GO:0003009,motor end plate depolarization,,,,,,,,,,,,,,,,,cell,motor neuron,motor neuron,CL:0000100,lower motor neuron,lower motor neuron,CL:0008039,,does,depolarization,,,,"[2, 9]","units = ms, Duration of nerve depolarization is between 2 and 9ms",milliseconds,,autocrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,9,,,,,,,,,
nervous system,nervous system process,GO:0050877,sensory perception,sensory perception,GO:0007600,sensory perception of chemical stimulus,sensory perception of chemical stimulus,GO:0007606,sensory perception of smell,sensory perception of smell,GO:0007608,,,,,,,,,,,,,,CN I detects chemical stimuli,cell,olfactory epithelium,olfactory epithelium,UBERON:0001997,olfactory receptor cell,olfactory receptor cell,CL:0000207,,does,detection of X,odorant,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nervous system,nervous system process,GO:0050877,sensory perception,sensory perception,GO:0007600,visual perception,visual perception,GO:0007601,phototransduction,phototransduction,GO:0007602,,,,,,,,,,,,,,CN II hyperpolarizes in response to light,cell,retina,retina,UBERON:0000966,photoreceptor cell,photoreceptor cell,CL:0000210,,does,detection of X,photon,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nervous system,nervous system process,GO:0050877,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,eye movement,,,,,,,,,,,,,,,CN III innervates extraocular muscles to control eye movement,tissue,orbit,orbit of skull,UBERON:0001697,superior rectus,superior rectus extraocular muscle,UBERON:0006323,,does,contraction of X,eyeball,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
