Whole Person Physiome Table for Integumentary System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Brian Capell,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-7036-8359,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Fitzpatrick’s Dermatology (9e, 2019). ISBN 978-0-07-183779-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,12/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Basal Cells,basal dendrite,GO:0097441,Proliferation & self-renewal,self proteolysis,GO:0097264,,,,,,,,,,,,,,,,,Mitotic basal layer maintains tissue homeostasis,Cell,skin epidermis,skin epidermis,UBERON:0001003,Basal progenitors,basal cell,CL:0000646,,does,Induction of X by Y,tissue homeostasis,Mitotic basal layer,,,Intra-organ,weeks–years,Keratin 5/14 expression,,,,,,,,,,,,β1 integrin–ECM,,,FAK-mediated survival,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Basal Cells,basal dendrite,GO:0097441,Cell–cell adhesion,cell-cell adhesion,GO:0098609,,,,,,,,,,,,,,,,,Maintenance of structural integrity,Cell,Suprabasal layers,epidermis suprabasal layer,UBERON:0010402,All keratinocytes,spinous cell of epidermis,CL:0000649,,does,X maintenance,structural integrity,,,,Intra-organ,weeks–years,Pemphigus (autoantibody target),,,,,,,,,,,,Desmoglein 3 (basal) → Dsg1 (differentiated) shift,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Spinous Cells,limb spinous cell differentiation,GO:0060890,Differentiation step,cell differentiation,GO:0030154,,,,,,,,,,,,,,,,,Transition from mitotic basal → postmitotic spinous state,Cell,Suprabasal layers,epidermis suprabasal layer,UBERON:0010402,Spinous keratinocytes,spinous cell of epidermis,CL:0000649,,does,Transition from X to Y,mitotic basal,postmitotic spinous state,,,Intra-organ,weeks–years,Keratin 1/10 expression,,,,,,,,,,,,Notch activation,,,"Dsg3↓, Dsg1↑",,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Spinous Cells,limb spinous cell differentiation,GO:0060890,Strengthening adhesion,cell adhesion,GO:0007155,,,,,,,,,,,,,,,,,Formation of desmosomal “spines”,Cell,Suprabasal layers,epidermis suprabasal layer,UBERON:0010402,Spinous cells,spinous cell,CL:4052060,,does,X Formation,desmosomal “spines”,,,,Intra-organ,weeks–years,Histologic “spiny” appearance,,,,,,,,,,,,Desmoglein switch,,,pemphigus correlation,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Spinous Cells,limb spinous cell differentiation,GO:0060890,Immune protection,immune response,GO:0006955 ,,,,,,,,,,,,,,,,,Produce early barrier components,Cell,Suprabasal layers,epidermis suprabasal layer,UBERON:0010402,Spinous keratinocytes,spinous cell of epidermis,CL:0000649,,does,X produce,early barrier components,,,,Intra-organ,weeks–years,—,,,,,,,,,,,,Upregulate structural proteins before granular stage,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Granular Cells,granular vesicle,GO:1990005,Keratohyalin granule formation,keratohyalin granule,GO:0036457,,,,,,,,,,,,,,,,,Accumulate loricrin,Cell,Granular layer,granular layer corpus cerebelli,UBERON:2000358,Granular keratinocytes,granular cell of epidermis,CL:0002189,,does,X accumulation,loricrin,,,,Intra-organ,weeks–years,Loricrin/filaggrin markers,,,,,,,,,,,,Filaggrin mutation → ichthyosis vulgaris,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Granular Cells,granular vesicle,GO:1990005,Keratohyalin granule formation,keratohyalin granule,GO:0036457,,,,,,,,,,,,,,,,,profilaggrin,Cell,Granular layer,granular layer corpus cerebelli,UBERON:2000358,Granular keratinocytes,granular cell of epidermis,CL:0002189,,does,Induction of X by Y,Keratohyalin granule formation,profilaggrin,,,Intra-organ,weeks–years,Loricrin/filaggrin markers,,,,,,,,,,,,Filaggrin mutation → ichthyosis vulgaris,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Granular Cells,granular vesicle,GO:1990005,Barrier lipid generation,,,,,,,,,,,,,,,,,,,Produce and crosslink envelope proteins,Cell,skin epidermis,skin epidermis,UBERON:0001003,Differentiating keratinocytes,keratinocyte stem cell,CL:0002337,,does,X Generating,Barrier lipid,,,,Intra-organ,weeks–years,Barrier integrity (TEWL test),,,,,,,,,,,,Transglutaminase crosslinking,,,lipid lamellae,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Granular Cells,granular vesicle,GO:1990005,Programmed cell death,programmed cell death,GO:0012501,,,,,,,,,,,,,,,,,Enucleation to form cornified layer,Cell,Granular → stratum corneum transition,stratum corneum of epidermis,UBERON:0002027,Keratinocytes,spinous cell of epidermis,CL:0000649,,does,X formation ,cornified layer,,,,Intra-organ,weeks–years,—,,,,,,,,,,,,Modified apoptosis-like pathway,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Stratum Corneum,keratinization,GO:0031424,Barrier formation,,,,,,,,,,,,,,,,,,,Terminal differentiation to cornified envelopes,Tissue,skin epidermis,skin epidermis,UBERON:0001003,Outer epidermis,skin epidermis,UBERON:0001003,,does,X differentiation to Y,Terminal keratinocytes,cornified envelopes,,,Intra-organ (Tissue),weeks–years,TEWL (transepidermal water loss),,,,,,,,,,,,"Protein–lipid crosslinking (transglutaminase, ceramides)",,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Stratum Corneum,keratinization,GO:0031424,Mechanical protection,,,,,,,,,,,,,,,,,,,Crosslinked envelope resists trauma,Cell,skin epidermis,skin epidermis,UBERON:0001003,Dead keratinocytes,granular cell of epidermis,CL:0002189,,does,Induction of X by Y,Mechanical protection,Crosslinked envelope resisting trauma,,,Intra-organ (Tissue),weeks–years,Skin resilience,,,,,,,,,,,,Loricrin + transglutaminase network,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Stratum Corneum,keratinization,GO:0031424,Lipid barrier,,,,,,,,,,,,,,,,,,,Prevent dehydration,Cell,skin epidermis,skin epidermis,UBERON:0001003,epithelial cell of skin gland,epithelial cell of skin gland,CL:0002308,,does,Induction of X by Y,Preventing dehydration,Lipid barrier,,,Intra-organ (Tissue),weeks–years,Lipid composition analysis,,,,,,,,,,,,Ceramide-enriched intercellular layers,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Transcriptional Regulators,transcriptional attenuation,GO:0031555,Basal cell identity,,,,,,,,,,,,,,,,,,,p63 maintains progenitor proliferation,Cell,skin epidermis,skin epidermis,UBERON:0001003,Basal keratinocytes,basal cell,CL:0000646,p63,increases,X proliferation,progenitor,,,Cellular,Intra-organ (Tissue),weeks–years, Genetic testing for TP63 mutations (PCR or NGS)    ,,,,,,,,,,,,p63 → ZNF750 → Klf4 cascade,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Transcriptional Regulators,transcriptional attenuation,GO:0031555,Spinous commitment,limb spinous cell differentiation,GO:0060890,,,,,,,,,,,,,,,,,Notch activation triggers basal→spinous transition,Cell,Suprabasal,epidermis suprabasal layer,UBERON:0010402,Spinous cells,spinous cell,CL:4052060,,does,X transition,Notch activation triggers basal to spinous,,,,Intra-organ,weeks–years, Immunohistochemistry (IHC) for Notch pathway markers ,,,,,,,,,,,,Notch–C/EBP–AP-2 network regulates K10,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Transcriptional Regulators,transcriptional attenuation,GO:0031555,Terminal differentiation,cell differentiation,GO:0030154,,,,,,,,,,,,,,,,,Klf4 induces granular gene expression,Cell,Granular layer,granular layer corpus cerebelli,UBERON:2000358,Granular cells,granular cell of epidermis,CL:0002189,Klf4,increases,X expression,granular gene,,,Cellular,Intra-organ,weeks–years, qPCR or IHC for KLF4 expression                   ,,,,,,,,,,,,Upregulates lipid & envelope protein genes,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Transcriptional Regulators,transcriptional attenuation,GO:0031555,Barrier gene activation,,,,,,,,,,,,,,,,,,,GRHL3 promotes transglutaminase-1,Tissue,skin epidermis,skin epidermis,UBERON:0001003,Upper epidermis,skin epidermis,UBERON:0001003,GRHL3 ,increases,Induction of X,transglutaminase-1,,,Cellular,Intra-organ,weeks–years, qPCR or IHC for GRHL3 expression                  ,,,,,,,,,,,,GRHL3 → TGM1 regulation,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Transcriptional Regulators,transcriptional attenuation,GO:0031555,Barrier gene activation,,,,,,,,,,,,,,,,,,,barrier genes,Tissue,skin epidermis,skin epidermis,UBERON:0001003,Upper epidermis,skin epidermis,UBERON:0001003,GRHL3 ,increases,Induction of X,barrier genes,,,Cellular,Intra-organ,weeks–years, qPCR or IHC for GRHL3 expression                  ,,,,,,,,,,,,GRHL3 → TGM1 regulation,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
Growth and Differentiation of the Epidermis,epidermis development,GO:0008544,Epigenetic Regulators,histone reader activity,GO:0140566,DNA methylation maintenance,chromosomal DNA methylation maintenance following DNA replication,GO:0141119,,,,,,,,,,,,,,,,,DNMT1 suppresses differentiation gene expression,Cell,skin epidermis,skin epidermis,UBERON:0001003,Progenitors,progenitor cell,CL:0011026,DNMT1,decreases,X expression,differentiation gene,,,Cellular,Intra-organ,weeks–years, DNA methylation analysis (Bisulfite sequencing)   ,,,,,,,,,,,,CpG methylation of EDC genes,,,,,,,,,,,,"Fitzpatrick’s Dermatology (9e, 2019)",978-0-07-183779-8,5,,,,,,,,,
