Human Organ System,Major Organs,Structure_1_Label,Structure_1_ID,Structure_2_Label,Structure_2_ID,Structure_3_Label,Structure_3_ID,Structure_4_Label,Structure_4_ID,Structure_5_Label,Structure_5_ID,Structure_6_Label,Structure_6_ID,Structure_7_Label,Structure_7_ID,Structure_8_Label,Structure_8_ID,Cell_1_Label,Cell_1_ID,Cell_2_Label,Cell_2_ID,<1 second,1s - < 1min,1min - < 1hr,1hr - < 1day,1day - < 1week,1 week - < 1 year,1 year or longer,Unkown
urinary system,Bladder,urinary bladder,UBERON:0001255,urinary bladder detrusor smooth muscle,UBERON_0000381,,,,,,,,,,,,,,,,,,Bladder filling reflex@Sympathetic – contracts – contraction of internal sphincter,,,,,,
urinary system,Bladder,urinary bladder,UBERON:0001255,urinary bladder detrusor smooth muscle,UBERON_0000381,,,,,,,,,,,,,,,,,,"Micturition reflex@Parasympathetic – leads to – detrusor contraction, sphincter relaxation",,,,,,
urinary system,Bladder,urinary bladder,UBERON:0001255,neck of urinary bladder,UBERON_0001258,,,,,,,,,,,,,,,,,,Internal sphincter control@Sympathetic α₁ – leads to – outlet contracting during filling,,,,,,
urinary system,Bladder,urinary bladder,UBERON:0001255,urinary bladder detrusor smooth muscle,UBERON_0000381,sympathetic nervous system,UBERON:0000013,,,,,,,,,,,,,,,,Detrusor relaxation@Sympathetic β₂/β₃ – leads to – outlet relaxation during filling,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,juxtaglomerular apparatus,UBERON:0002303,juxtaglomerular apparatus,UBERON:0002303,renal afferent arteriole,UBERON:0004639,,,,,,,,,,,,,,,Renin secretion (RAAS)@Macula densa – senses – NaCl， JG cell – releases – renin,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,thick ascending limb of loop of Henle,UBERON:0001291,kidney collecting duct epithelium,UBERON:0014388,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,,"Net acid excretion@NH₄⁺ – contributes to – NAE；TA (titratable acid) – contributes to – NAE；
 HCO₃⁻ – reduces – NAE","Net acid excretion@NH₄⁺ – contributes to – NAE；TA (titratable acid) – contributes to – NAE；
 HCO₃⁻ – reduces – NAE",,,
urinary system,Kidney,kidney,UBERON:0002113,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,,,kidney collecting duct epithelial cell,CL:1000454,,,,,Type A vs. B intercalated cell polarity@α – secrete – H⁺; β – secrete – HCO₃⁻,Type A vs. B intercalated cell polarity@α – secrete – H⁺; β – secrete – HCO₃⁻,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,,,,,,,,,,,,,epithelial cell of distal tubule,CL:0002305,,,,,,Ca²⁺ reabsorption (DCT)@TRPV5 channels – mediates – distal Ca²⁺ reabsorption; PTH – increases – distal Ca²⁺ reabsorption,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,thick ascending limb of loop of Henle,UBERON:0001291,distal convoluted tubule,UBERON:0001292,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,Cl⁻ reabsorption@Paracellular – mediates – transport in PT; NKCC2 – mediates – ion reabsorption in TAL; NaCl cotransporter – mediates – NaCl reabsorption in DCT,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,Loop of Henle,UBERON:0001288,vasa cecta,UBERON:0004726,kidney collecting duct epithelium,UBERON:0014388,,,,,,,kidney loop of Henle epithelial cell,CL:1000909,,,,,,Free water excretion@Low ADH – reduces – water reabsorption; High DTL/TAL flow – washes out – medullary gradient,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,Na⁺ reabsorption (bulk)@Na⁺/H⁺ – exchange – ions; Na⁺-solute – cotransport – solutes; Water – follows – osmotic gradient,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,kidney collecting duct epithelial cell,CL:1000454,,,,,H⁺/K⁺ exchange@α-IC cells – secrete – H⁺; α-IC cells – reabsorb – K⁺,,,,,
urinary system,Kidney,kidney,UBERON:0002113,renal cortex tubule,UBERON:0006853,,,,,,,,,,,,,,,,,,,Organic anion secretion@PAH – secreted – PT; Oxalate – secreted – PT; Sulfate – secreted – PT,,,,,
urinary system,Kidney,kidney,UBERON:0002113,renal cortex tubule,UBERON:0006853,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,,,,,,,Intrarenal dopamine@Dopamine – promotes – natriuresis in PT/CD,Intrarenal dopamine@Dopamine – promotes – natriuresis in PT/CD,,,,
urinary system,Kidney,kidney,UBERON:0002113,loop of Henle,UBERON:0001288,thick ascending limb of loop of Henle,UBERON:0001291,,,,,,,,,,,kidney loop of Henle epithelial cell,CL:1000909,,,,ROMK recycling in TAL@K⁺ recycling – drives – lumen +ve voltage,ROMK recycling in TAL@K⁺ recycling – drives – lumen +ve voltage,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,,,,,,,,,,,,,epithelial cell of distal tubule,CL:0002305,,,,,NaCl reabsorption (DCT)@Thiazide-sensitive NaCl cotransporter – mediates – NaCl reabsorption,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,,,"1,25(OH)₂D synthesis@Proximal tubule converts 25(OH)D – leads to – 1,25(OH)₂D",,,
urinary system,Kidney,kidney,UBERON:0002113,kidney interstitium,UBERON:0005215,renal cortex interstitium,UBERON:0005270,,,,,,,,,,,,,,,,,,,Erythropoietin@Cortical interstitial fibroblasts – produce – EPO； Hypoxia – stimulates – EPO production,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,,,,,"ANP-mediated natriuresis@ANP dilates afferent, constricts efferent – leads to – ↑ GFR & Na⁺ excretion","ANP-mediated natriuresis@ANP dilates afferent, constricts efferent – leads to – ↑ GFR & Na⁺ excretion",,,,
urinary system,Kidney,kidney,UBERON:0002113,renal glomerulus,UBERON:0000074,,,,,,,,,,,,,podocyte,CL:0000653,,,Podocyte slit diaphragm@Barrier – filters – solutes based on charge and size,,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,kidney arterial blood vessel,UBERON:0003644,renal afferent arteriole,UBERON:0004639,,,,,,,,,,,,,,,,Myogenic response@Afferent arteriole – constricts – in response to pressure ↑,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,juxtaglomerular apparatus,UBERON:0002303,,,renal afferent arteriole,UBERON:0004639,,,,,,,,,,,,,,Tubuloglomerular feedback@Macula densa – senses – NaCl; Macula densa – adjusts – afferent tone,Tubuloglomerular feedback@Macula densa – senses – NaCl; Macula densa – adjusts – afferent tone,,,,,
urinary system,Kidney,kidney,UBERON:0002113,renal glomerulus,UBERON:0000074,,,,,,,,,,,,,,,,,,Mesangial cell contractility@Mesangial cells – alter – filtration surface area,Mesangial cell contractility@Mesangial cells – alter – filtration surface area,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal glomerulus,UBERON:0000074,,,,,,,,,,,,,,,,Glomerular filtration@Glomerular filtration barrier – filters – plasma water/solutes; Filtration – selective for – size and charge,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal glomerulus,UBERON:0000074,renal cortex peritubular capillary,UBERON:0006851,,,,,,,,,,,,,"Starling forces@P_gc, P_bs, π_gc – determine – GFR; Hydrostatic and oncotic pressures – regulate – filtration rate",,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,renal glomerulus,UBERON:0000074,renal afferent arteriole,UBERON:0004639,renal efferent arteriole,UBERON:0004640,,,,,,,,,,,,,,Filtration fraction@RPF – filtered fraction – GFR/RPF; GFR – equals – 20% of RPF,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,cortex of kidney,UBERON:0001186,renal cortex tubule,UBERON:0006853,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,,Gluconeogenesis@Renal cortex – generates – glucose from substrates (esp. fasting),,,,
urinary system,Kidney,kidney,UBERON:0002113,renal artery,UBERON:0001184,renal afferent arteriole,UBERON:0004639,peritubular capillary plexus of kidney,UBERON:0035758,,,,,,,,,kidney afferent arteriole cell,CL:1001006,kidney capillary endothelial cell,CL:1000892,,,Renal plasma flow@PAH clearance – approximates – effective renal plasma flow (eRPF),,,,,
urinary system,Kidney,kidney,UBERON:0002113,renal glomerulus,UBERON:0000074,,,,,,,,,,,,,kidney afferent arteriole cell,CL:1001006,,,,Afferent vs. efferent constriction@Afferent arteriole – constriction – decreases GFR,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,,,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,kidney collecting duct principal cell,CL:1001431,,,,,,Aldosterone action@Efferent arteriole – constriction – increases GFR,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,kidney collecting duct principal cell,CL:1001431,,,,,,Kidney–lung acid–base synergy@Aldosterone – increases – ENaC activity,Kidney–lung acid–base synergy@Aldosterone – increases – ENaC activity,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,thick ascending limb of loop of Henle,UBERON:0001291,distal convoluted tubule,UBERON:0001292,,,,,,,,,,,,,,,,"Mg²⁺ reabsorption@TAL – paracellular transport – ions (Na⁺, Mg²⁺, Ca²⁺)",,,,
urinary system,Kidney,kidney,UBERON:0002113,cortex of kidney,UBERON:0001186,renal cortex tubule,UBERON:0006853,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,,Gluconeogenesis@DCT – TRPM6 – Mg²⁺ reabsorption,Gluconeogenesis@DCT – TRPM6 – Mg²⁺ reabsorption,,,
urinary system,,,,,,,,,,,,,,,,,,,,,,,,,Gluconeogenesis@Renal cortex – generates – glucose from substrates (esp. fasting),Gluconeogenesis@Renal cortex – generates – glucose from substrates (esp. fasting),,,
urinary system,Kidney,kidney,UBERON:0002113,kidney interstitium,UBERON:0005215,lymph vasculature,UBERON:0004536,,,,,,,,,,,,,,,,,,Renal lymphatics@Lymphatic system – drains – interstitial fluid & supports immune surveillance,Renal lymphatics@Lymphatic system – drains – interstitial fluid & supports immune surveillance,,,
urinary system,Lower urinary tract,lower urinary tract,UBERON:0001556,urinary bladder,UBERON_0001255,urinary bladder detrusor smooth muscle,UBERON_0000381,,,,,,,,,,,,,,,,Bladder emptying@Parasympathetic system – contracts – detrusor muscle; voluntary control – relaxes – external urethral sphincter,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,,"Uric acid handling@Substance – filtered, partially reabsorbed & secreted – renal tubule",,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal glomerulus,UBERON:0000074,renal cortex tubule,UBERON:0006853,,,,,,,,,,,,,,,Creatinine clearance@Endogenous marker – approximates – GFR,Creatinine clearance@Endogenous marker – approximates – GFR,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,Glucose reabsorption@SGLT2 (S1/S2) and SGLT1 (S3) – reabsorb – glucose; basolateral GLUT2 – transports – glucose to interstitium,,,,,
urinary system,Kidney,kidney,UBERON:0002113,renal cortex tubule,UBERON:0006853,,,,,,,,,,,,,kidney proximal straight tubule epithelial cell,CL:1000839,brush border epithelial cell,CL:0000239,,,Amino acid reabsorption@Proximal tubule cotransporters – reclaim – nearly all amino acids,,,,,
urinary system,Kidney,kidney,UBERON:0002113,renal cortex tubule,UBERON:0006853,proximal straight tubule,UBERON:0001290,,,,,,,,,,,kidney proximal straight tubule epithelial cell,CL:1000839,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,Lactate reabsorption@Lactate – reabsorbed – with H⁺ and Na⁺ in proximal tubule,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,,,,,,,,,,,,,,,,,Creatinine secretion@Creatinine – ~10% secreted – in proximal tubule,,,,,
urinary system,Kidney,kidney,UBERON:0002113,renal cortex tubule,UBERON:0006853,,,,,,,,,,,,,,,,,,,Creatinine & drugs@Organic cation transporters (OCTs) – secrete – cations into proximal tubule lumen,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,peritubular capillary plexus of kidney,UBERON:0035758,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,"Organic acid secretion@PAH, creatinine, penicillin – secreted – into proximal tubule lumen",,,,,
urinary system,Kidney,kidney,UBERON:0002113,renal cortex tubule,UBERON:0006853,,,,,,,,,,,,,brush border epithelial cell,CL:0000239,,,,,Peptide/protein reabsorption@Megalin/cubilin – mediate – endocytosis of filtered peptides,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,Loop of Henle,UBERON:0001288,,,,,,,,,,,,,,,,,,Countercurrent multiplier@Descending limb – permeable – to water,,,,
urinary system,Kidney,kidney,UBERON:0002113,loop of Henle,UBERON:0001288,descending thin limb,UBERON:0005096,,,,,,,,,,,,,,,,Thin descending limb@Thick ascending limb – exports – solutes via NKCC2,Thin descending limb@Thick ascending limb – exports – solutes via NKCC2,,,,,
urinary system,Kidney,kidney,UBERON:0002113,loop of Henle,UBERON:0001288,thick ascending limb of loop of Henle,UBERON:0001291,,,,,,,,,,,,,,,,,Thin ascending limb@Thin ascending limb – reabsorbs – NaCl passively; impermeable – to water,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,,Pi reabsorption (Na⁺–Pi)@PTH – reduces – Na⁺-Pi cotransporters in proximal tubule,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,thick ascending limb of loop of Henle,UBERON:0001291,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,,"K⁺ reabsorption (PT, TAL)@Proximal tubule – reabsorbs – solutes via paracellular transport (solvent drag/diffusion)",,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,thick ascending limb of loop of Henle,UBERON:0001291,,,,,,,,,,,,,,,"K⁺ reabsorption (PT, TAL)@Thick ascending limb – reabsorbs – solutes via NKCC2",,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,epithelial cell of distal tubule,CL:0002305,,,,,K⁺ secretion (late DT/CD)@Principal cells – secrete – K⁺,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,,,,,,,,,,,,,,,,,,,,Pressure natriuresis@↑ arterial pressure – leads to – ↑ Na⁺ excretion independent of hormones,,,,
urinary system,Kidney,kidney,UBERON:0002113,renal medulla,UBERON:0000362,vasa cecta,UBERON:0004726,,,,,,,,,,,kidney capillary endothelial cell,CL:1000892,,,,,Vasa recta countercurrent exchange@Vasa recta – preserves – medullary osmotic gradient,Vasa recta countercurrent exchange@Vasa recta – preserves – medullary osmotic gradient,,,,
urinary system,Kidney,kidney,UBERON:0002113,kidney vasculature,UBERON:0006544,renal afferent arteriole,UBERON:0004639,renal efferent arteriole,UBERON:0004640,,,,,,,,,kidney afferent arteriole endothelial cell,CL:1001096,kidney efferent arteriole endothelial cell,CL:1001099,,Renal vasoconstriction@Sympathetic activity – reduces – renal blood flow (RBF) and glomerular filtration rate (GFR),,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,,,,,,,Urea recycling (IMCD)@ADH – increases – UT-A1/UT-A3 expression; urea – recycled – to inner medulla,,,,,
urinary system,Ureter,kidney,UBERON:0002113,urinary bladder smooth muscle,UBERON_0004228,,,,,,,,,,,,,,,,,,Peristalsis@Smooth muscle – contracts in waves – to drive urine to bladder,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,kidney arterial blood vessel,UBERON:0003644,,,,,,,,,,,,,,,,,,,Endothelin@Endothelin – acts as – strong intrarenal vasoconstrictor,,,,,
urinary system,Kidney,kidney,UBERON:0002113,kidney vasculature,UBERON:0006544,,,,,,,,,,,,,kidney afferent arteriole cell,CL:1001006,,,,,Prostaglandins & NO@Vasodilatory mechanisms counteract Ang II–mediated vasoconstriction,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,kidney collecting duct epithelial cell,CL:0002518,,,,,,Natriuresis & diuresis@Volume expansion promotes natriuresis and diuresis,,,,
urinary system,Bladder outlet,,,external urethral sphincter,UBERON:0004919,,,,,,,,,,,,,,,,,,External sphincter@Pudendal nerve maintains external urethral sphincter tone,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,kidney collecting duct epithelial cell,CL:0002518,,,,,ADH-dependent water reabsorption@V2 receptor signaling promotes AQP2 insertion in principal cells,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,descending thin limb,UBERON:0005096,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,kidney proximal straight tubule epithelial cell,CL:1000839,,AQP1-mediated water reabsorption@Na⁺ reabsorption always active in proximal tubule (PT) and descending thin limb,AQP1-mediated water reabsorption@Na⁺ reabsorption always active in proximal tubule (PT) and descending thin limb,,,,,
urinary system,Kidney,kidney,UBERON:0002113,cortex of kidney,UBERON:0001186,renal glomerulus,UBERON:0000074,renal cortex peritubular capillary,UBERON:0006851,,,,,,,,,glomerular capillary endothelial cell,CL:1001005,,,Renal blood flow@Renal blood flow (RBF) ≈ 1.1 L/min (~25% of cardiac output); RBF = ΔP / R,,,,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,nephron tubule,UBERON:0001231,,,,,,,,,,,kidney epithelial cell,CL:0002518,,,,pump-leak systems@Solute transport establishes diffusion gradient in epithelial cells,pump-leak systems@Solute transport establishes diffusion gradient in epithelial cells,,,,,
urinary system,Kidney,kidney,UBERON:0002113,kidney blood vessel,UBERON:0003517,peritubular capillary plexus of kidney,UBERON:0035758,,,,,,,,,,,peritubular capillary endothelial cell,CL:1001033,,,,,fluid uptake@Bulk flow of interstitial fluid supports peritubular capillary reabsorption,fluid uptake@Bulk flow of interstitial fluid supports peritubular capillary reabsorption,,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,renal cortex tubule,UBERON:0006853,,,,,,,,,,,epithelial cell of proximal tubule,CL:0002306,,,,,"Organic Nutrients[VitB&C, Acetate, ketones, Kreb cycle intermediates]@Reabsorption of 100% of filtered organic nutrients in the proximal tubule (PCT)","Organic Nutrients[VitB&C, Acetate, ketones, Kreb cycle intermediates]@Reabsorption of 100% of filtered organic nutrients in the proximal tubule (PCT)",,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,nephron tubule,UBERON:0001231,,,,,,,,,,,kidney epithelial cell,CL:0002518,,,,,,Urea@Urea reabsorption occurs in PCT (50%) and IMCD (10%) contributing to medullary osmotic gradient,Urea@Urea reabsorption occurs in PCT (50%) and IMCD (10%) contributing to medullary osmotic gradient,,,
urinary system,Kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,nephron tubule,UBERON:0001231,,,,,,,,,,,kidney epithelial cell,CL:0002518,,,,"water reabsorption@Segmental reabsorption of Na⁺ and water: PCT 65%, PST 5%, DTL 5%, CD 5–25%","water reabsorption@Segmental reabsorption of Na⁺ and water: PCT 65%, PST 5%, DTL 5%, CD 5–25%",,,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,kidney collecting duct epithelial cell,CL:0002518,,,,,,concentration of urine@CD reabsorbs H₂O due to osmotic gradient (300 → 1400 mOsm/L),,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,Loop of Henle,UBERON:0001288,,,,,,,,,,,kidney loop of Henle epithelial cell,CL:1000909,,,,,,"Countercurrent multiplier system@PST & DTL permeable to H₂O, impermeable to Na⁺/Cl⁻; ATL & DST opposite → maintain corticomedullary gradient",,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,kidney collecting duct epithelial cell,CL:0002518,,,,,,balancing of urea@50% of medullary interstitial hyperosmolarity maintained at tip of medulla,balancing of urea@50% of medullary interstitial hyperosmolarity maintained at tip of medulla,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,vasa cecta,UBERON:0004726,,,,,,,,,,,kidney collecting duct epithelial cell,CL:0002518,,,,,Countercurrent exchange system@Maintenance of corticomedullary osmotic gradient,Countercurrent exchange system@Maintenance of corticomedullary osmotic gradient,,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,,,,,,,,,,,,,,,,,,,Control of H20 Excretion in the Urine@Water excretion = GFR × [P]H₂O – H₂O reabsorbed,Control of H20 Excretion in the Urine@Water excretion = GFR × [P]H₂O – H₂O reabsorbed,,,,
urinary system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,epithelial cell of distal tubule,CL:0002305,juxtaglomerular apparatus,UBERON:0002303,kidney collecting duct epithelium,UBERON:0014388,,,,,,,kidney epithelial cell,CL:0002518,,,,,Physiological Reactions to a Decreased Plasma Volume Due to Low Body Na+ Levels and Loss of H2O@↓ Na⁺ in DST sensed by macula densa → RAAS activation → ↑ Na⁺ reabsorption,Physiological Reactions to a Decreased Plasma Volume Due to Low Body Na+ Levels and Loss of H2O@↓ Na⁺ in DST sensed by macula densa → RAAS activation → ↑ Na⁺ reabsorption,,,,
urinary system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
